Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Transaction_Frequency,Amount_ZScore,Is_Night_Transaction,Transaction_Velocity,Location_Anomaly,Transaction_Acceleration,Device_Anomaly
T6080,1368,4212.06,Bill Payment,10.0,Desktop,Seattle,2,24,14,Credit Card,0.5416666666666666,0.9422484444627189,0,14.0,1,1.6851851851851851,1
T24169,3912,4267.61,Bill Payment,4.0,Desktop,San Francisco,1,106,9,UPI,0.14150943396226415,1.4268447612082238,1,2.547169811320755,1,1.3636363636363638,1
T18669,4446,155.97,POS Payment,7.0,Mobile,,3,37,6,Debit Card,0.3783783783783784,-0.40669040124989614,0,4.864864864864865,1,0.608695652173913,1
T27404,1429,2085.65,POS Payment,18.0,Mobile,Los Angeles,4,57,13,Invalid Method,0.22807017543859648,0.12122992699628646,0,6.842105263157895,1,1.5504587155963303,1
T36039,1091,3832.34,Online Purchase,15.0,Tablet,,4,104,5,Net Banking,0.16346153846153846,-0.19000094632349276,0,1.4423076923076923,1,0.6071428571428572,1
T32161,3377,2345.27,POS Payment,18.0,Desktop,Seattle,0,70,2,Credit Card,0.2571428571428571,-0.04197082440178267,0,0.8571428571428571,1,0.27692307692307694,1
T40090,1035,119.83,Bank Transfer,5.0,Tablet,,3,111,2,Debit Card,0.12612612612612611,-1.3029411119772196,1,0.5405405405405405,1,0.3111111111111111,1
T39078,2417,3969.49,ATM Withdrawal,11.0,Tablet,Chicago,1,96,8,UPI,0.17708333333333334,0.7870020109936097,0,2.5,1,0.9444444444444444,1
T2136,1225,1040.32,POS Payment,2.0,Unknown Device,New York,2,74,8,Debit Card,0.22972972972972974,-0.9617285512221532,1,3.243243243243243,1,1.054263565891473,1
T25411,1111,856.1,Bill Payment,17.0,Desktop,New York,3,73,8,UPI,0.2328767123287671,-0.8897168366584457,0,3.2876712328767126,1,0.8662420382165605,1
T1378,3945,148.93,Bill Payment,3.0,Mobile,Boston,2,46,7,Debit Card,0.5434782608695652,-1.3141109975661387,1,4.565217391304348,1,1.0606060606060606,1
T14422,1904,4215.61,Bank Transfer,19.0,,Los Angeles,3,78,6,Credit Card,0.20512820512820512,1.3688467143968142,0,2.3076923076923075,1,0.7007299270072993,1
T23932,3565,2788.48,POS Payment,17.0,Mobile,Boston,1,39,10,UPI,0.46153846153846156,0.647895744043799,0,7.692307692307692,1,1.2765957446808511,1
T32619,1361,878.0,Online Purchase,22.0,Mobile,Boston,1,61,4,Net Banking,0.19672131147540983,-0.693201125098691,0,1.9672131147540985,1,0.5714285714285714,1
T44343,1575,4802.93,Bank Transfer,1.0,Tablet,Houston,0,12,3,UPI,1.0,1.519094200759324,1,3.0,1,0.3870967741935484,1
T27977,1339,943.84,ATM Withdrawal,23.0,Tablet,Boston,0,24,13,UPI,0.625,-0.7514616722918463,0,13.0,1,2.074468085106383,1
T38501,2563,584.95,Bill Payment,19.0,Tablet,Houston,1,2,4,UPI,8.0,-1.0962677087188817,0,4.0,1,0.5079365079365079,1
T44745,3181,,POS Payment,6.0,Mobile,Seattle,2,115,4,Debit Card,0.1391304347826087,,1,1.0434782608695652,1,0.5470085470085471,1
T42827,4387,2291.25,Bank Transfer,22.0,Desktop,Miami,4,107,1,Credit Card,0.16822429906542055,-0.27806405390595973,0,0.2803738317757009,1,0.1323529411764706,1
T19822,2868,2495.62,ATM Withdrawal,7.0,Mobile,Los Angeles,2,46,13,,0.2826086956521739,0.13307389766804734,0,8.478260869565217,1,1.8369565217391306,1
T42607,4991,1584.98,ATM Withdrawal,8.0,Mobile,Boston,1,104,4,UPI,0.1346153846153846,-0.49838999494457625,0,1.1538461538461537,1,0.5599999999999999,1
T16257,4544,3314.99,Bill Payment,12.0,Mobile,Boston,4,33,14,Credit Card,0.21212121212121213,0.21463518065595769,0,12.727272727272727,1,1.9215686274509804,0
T22412,3163,4775.72,POS Payment,5.0,,Seattle,2,8,6,Debit Card,1.75,1.2488521059831146,1,6.0,1,0.8316831683168316,1
T47034,4526,2559.45,Bill Payment,8.0,Desktop,Miami,2,55,14,,0.2,-0.29172097913114625,0,7.636363636363637,1,2.3692307692307693,1
T39733,3737,,Bank Transfer,,Tablet,New York,0,62,9,Debit Card,0.2903225806451613,,0,4.354838709677419,1,1.0451612903225806,1
T38178,1905,4324.81,Bank Transfer,19.0,Tablet,,3,2,8,Debit Card,4.5,1.078952188705483,0,8.0,1,1.3846153846153846,1
T48978,4997,,Bill Payment,20.0,Desktop,Chicago,0,59,11,,0.22033898305084745,,0,5.593220338983051,1,1.606741573033708,1
T44372,1909,4351.29,ATM Withdrawal,19.0,Desktop,Chicago,1,93,4,Credit Card,0.12903225806451613,1.7292374141067954,0,1.2903225806451613,1,0.6153846153846154,1
T38534,4487,575.53,Online Purchase,20.0,Mobile,New York,2,17,5,Net Banking,0.7058823529411765,-1.095393188343252,0,5.0,1,0.8219178082191781,1
T38372,3096,876.13,Bank Transfer,7.0,Desktop,Seattle,1,111,10,,0.13513513513513514,-0.7772448364080434,0,2.7027027027027026,1,1.1627906976744187,1
T12904,2656,,POS Payment,12.0,Tablet,Houston,4,116,9,Credit Card,0.12931034482758622,,0,2.3275862068965516,1,0.9642857142857142,1
T29901,2988,1526.67,POS Payment,11.0,Tablet,Chicago,3,19,11,Debit Card,0.42105263157894735,-0.9340272544709673,0,11.0,1,1.0864197530864197,0
T36326,3603,,ATM Withdrawal,15.0,Tablet,Seattle,3,16,5,Credit Card,0.75,,0,5.0,1,0.5825242718446602,1
T23049,3874,654.58,POS Payment,21.0,Tablet,Boston,4,20,14,,0.55,-0.8687629516780819,0,14.0,1,2.1095890410958904,1
T30786,2640,4783.64,Bank Transfer,16.0,Mobile,Los Angeles,0,38,3,Net Banking,0.34210526315789475,1.0430713063310686,0,2.368421052631579,1,0.33620689655172414,1
T29068,3144,2662.76,POS Payment,9.0,Desktop,Seattle,3,33,9,UPI,0.6060606060606061,0.13313185614764358,0,8.181818181818182,1,1.125,1
T3701,2754,,Online Purchase,3.0,Mobile,New York,1,65,6,,0.15384615384615385,,1,2.7692307692307696,1,0.9375,1
T217,4910,1105.33,Online Purchase,16.0,Mobile,Los Angeles,4,7,14,Net Banking,1.7142857142857142,-0.9473377545677532,0,14.0,1,1.8876404494382022,1
T4156,1923,3326.3,Online Purchase,15.0,Mobile,Miami,1,80,11,UPI,0.2,0.5941736253590701,0,4.125,1,1.543859649122807,1
T22640,4123,1869.07,POS Payment,8.0,Desktop,New York,4,18,10,Credit Card,0.6111111111111112,-0.38488875979755177,0,10.0,1,1.0185185185185186,1
T5712,4450,741.52,Bill Payment,4.0,Desktop,Seattle,1,109,14,Debit Card,0.12844036697247707,-1.6435854420089528,1,3.853211009174312,1,1.9215686274509804,1
T10908,1595,1955.42,Bill Payment,1.0,Desktop,,2,61,8,Credit Card,0.26229508196721313,-0.14267212064271523,1,3.934426229508197,1,0.9846153846153847,1
T20281,3858,3446.96,POS Payment,19.0,Mobile,Chicago,0,67,11,UPI,0.04477611940298507,0.9870533889634185,0,4.925373134328358,1,0.9705882352941176,1
T43132,1992,3121.15,Online Purchase,18.0,Unknown Device,Seattle,1,92,2,Credit Card,0.25,0.179971738156951,0,0.6521739130434783,1,0.28750000000000003,1
T25675,2164,4117.77,ATM Withdrawal,0.0,Desktop,Miami,3,24,8,Net Banking,0.625,1.0559923404025295,1,8.0,1,1.081081081081081,1
T21110,4696,2873.3,Bank Transfer,3.0,Mobile,Chicago,0,88,6,Debit Card,0.20454545454545456,0.3396691180020319,1,2.0454545454545454,1,0.8503937007874016,1
T47291,2915,3379.29,Online Purchase,,Tablet,Chicago,4,80,13,Credit Card,0.15,-0.23863906489168876,0,4.875,1,1.7528089887640448,1
T35804,4384,378.62,Bill Payment,17.0,Tablet,,1,62,9,UPI,0.1935483870967742,-0.4473577333736102,0,4.354838709677419,1,1.0799999999999998,1
T7442,4566,821.09,POS Payment,6.0,Mobile,San Francisco,0,106,1,Debit Card,0.07547169811320754,-1.8596201349266301,1,0.2830188679245283,1,0.16,1
T16605,2779,3446.64,Bank Transfer,1.0,Tablet,Los Angeles,2,63,5,Credit Card,0.19047619047619047,0.46553538491760743,1,2.380952380952381,1,0.631578947368421,1
T15385,2729,4950.22,POS Payment,9.0,Mobile,Los Angeles,3,73,12,UPI,0.2465753424657534,1.4762942522930886,0,4.931506849315069,1,1.542857142857143,1
T25050,3704,1108.46,ATM Withdrawal,0.0,Mobile,Houston,1,46,11,Credit Card,0.3695652173913043,-0.376187956589709,1,7.173913043478261,1,1.8699999999999999,1
T39151,1168,999.36,ATM Withdrawal,23.0,Desktop,Chicago,2,47,14,Net Banking,0.3617021276595745,-1.5596097299457359,0,8.936170212765958,1,1.859375,1
T43825,2720,4010.55,ATM Withdrawal,7.0,Desktop,Seattle,1,57,9,UPI,0.22807017543859648,0.9004410168664949,0,4.736842105263158,1,1.125,1
T2329,1473,3783.34,Bank Transfer,20.0,Desktop,Houston,2,29,8,Debit Card,0.3448275862068966,0.8412640193167452,0,8.0,1,1.1111111111111112,1
T19475,2865,,Bill Payment,21.0,Mobile,Miami,4,67,11,Net Banking,0.22388059701492538,,0,4.925373134328358,1,1.5137614678899083,1
T17250,4175,2568.44,Online Purchase,20.0,Mobile,Boston,1,27,13,Credit Card,0.5925925925925926,0.29726690543740053,0,13.0,1,1.8909090909090909,1
T10677,2191,2879.76,POS Payment,23.0,Tablet,Houston,4,58,4,UPI,0.25862068965517243,0.22249665433118998,0,2.0689655172413794,1,0.5504587155963303,1
T28056,3900,349.14,Bill Payment,0.0,Desktop,Seattle,2,118,12,Debit Card,0.1016949152542373,-1.4308129808996775,1,3.050847457627119,1,1.469387755102041,1
T49124,1480,3802.19,ATM Withdrawal,13.0,Mobile,Seattle,2,96,3,,0.17708333333333334,0.8357193205202876,0,0.9375,1,0.47222222222222227,1
T16468,2914,1360.72,Bill Payment,2.0,Desktop,Chicago,0,10,14,Net Banking,2.2,-0.8199526567684918,1,14.0,1,1.7303370786516852,1
T32362,4020,4294.93,POS Payment,13.0,Mobile,Los Angeles,3,77,1,Invalid Method,0.24675324675324675,0.9927854560464516,0,0.3896103896103896,1,0.13013698630136986,1
T11620,1754,4311.73,Bill Payment,16.0,Tablet,Los Angeles,2,27,2,Credit Card,0.3333333333333333,1.6285856854812613,0,2.0,1,0.34615384615384615,1
T13414,2561,4661.65,Online Purchase,10.0,Tablet,New York,3,25,1,,0.68,1.107765509481422,0,1.0,1,0.18681318681318682,1
T13654,3293,2508.08,Online Purchase,,Tablet,Boston,1,116,5,Net Banking,0.1206896551724138,0.11172218152637113,0,1.293103448275862,1,0.9210526315789473,1
T29436,3528,4983.97,Bill Payment,19.0,Tablet,Miami,2,32,7,UPI,0.28125,0.7812713800922754,0,6.5625,1,0.9402985074626865,1
T43298,2671,3172.14,Bank Transfer,7.0,Tablet,Seattle,2,31,7,Net Banking,0.41935483870967744,0.2548639923434158,0,6.774193548387096,1,0.9191919191919192,1
T22343,4904,4637.19,POS Payment,3.0,Mobile,Boston,4,100,10,Credit Card,0.24,2.114521258903581,1,3.0,1,1.4035087719298245,1
T35939,1425,2787.39,Online Purchase,5.0,Tablet,Chicago,4,36,11,UPI,0.5555555555555556,-0.06668839095339145,1,9.166666666666668,1,1.1458333333333335,1
T4741,2731,1126.35,POS Payment,21.0,Unknown Device,Los Angeles,0,81,3,UPI,0.12345679012345678,-0.8826465527844686,0,1.111111111111111,1,0.4109589041095891,1
T6917,2036,2947.07,ATM Withdrawal,14.0,Mobile,New York,2,31,14,UPI,0.6129032258064516,0.13302721126456063,0,13.548387096774192,1,1.8601398601398602,1
T45441,1463,1057.66,Bill Payment,9.0,Desktop,Chicago,3,81,9,Credit Card,0.1728395061728395,-0.3988685276976636,0,3.333333333333333,1,1.5365853658536586,1
T15984,3296,3940.73,POS Payment,22.0,Desktop,New York,2,117,2,Credit Card,0.10256410256410256,1.0825411286832491,0,0.5128205128205129,1,0.47058823529411764,1
T5160,4026,2461.13,Online Purchase,,Tablet,Miami,1,78,9,Credit Card,0.14102564102564102,-0.3842828856258187,0,3.4615384615384612,1,1.0206185567010309,0
T12623,4283,1626.71,POS Payment,14.0,Desktop,New York,1,108,10,,0.1388888888888889,-0.41529474295154023,0,2.7777777777777777,1,1.1811023622047243,1
T46359,1047,3942.5,Online Purchase,15.0,Desktop,Seattle,4,62,5,Credit Card,0.1935483870967742,0.460446328657834,0,2.419354838709677,1,1.153846153846154,1
T48529,1290,3286.17,Bill Payment,23.0,Mobile,San Francisco,3,76,12,Debit Card,0.13157894736842105,0.5642755927370895,0,4.736842105263158,1,1.411764705882353,1
T2437,1377,1430.27,Bank Transfer,1.0,Mobile,Miami,2,74,9,Net Banking,0.16216216216216217,-1.13466701714859,1,3.6486486486486487,1,1.0285714285714285,1
T4244,3501,1132.98,Bank Transfer,14.0,Tablet,Seattle,2,100,4,Net Banking,0.11,-1.0533675582673172,0,1.2,1,0.6984126984126984,1
T19114,2421,1091.95,Bill Payment,6.0,Tablet,San Francisco,0,70,11,Credit Card,0.21428571428571427,-0.3763794850680763,1,4.714285714285714,1,1.25,1
T34975,2098,4054.03,Online Purchase,9.0,Mobile,New York,2,64,13,UPI,0.328125,-0.10764518159989206,0,6.09375,1,1.5166666666666666,1
T13942,3133,3215.72,ATM Withdrawal,9.0,Desktop,,0,117,3,Net Banking,0.08547008547008547,0.5225454370472777,0,0.7692307692307693,1,0.4054054054054054,1
T5223,4604,4789.48,POS Payment,7.0,Desktop,Chicago,4,98,7,UPI,0.15306122448979592,1.1661831675078298,0,2.142857142857143,1,0.9292035398230089,1
T22997,3321,2003.69,ATM Withdrawal,3.0,Desktop,Miami,2,72,13,Net Banking,0.20833333333333334,-0.5692572536182364,1,5.416666666666667,1,1.5853658536585367,1
T31051,3332,1105.52,Bank Transfer,14.0,Tablet,San Francisco,3,75,8,Net Banking,0.16,-0.9659601480714057,0,3.2,1,1.0434782608695652,1
T17181,3356,1726.89,Bill Payment,5.0,Mobile,San Francisco,4,106,5,Net Banking,0.12264150943396226,-0.6026544584511742,1,1.4150943396226416,1,0.7831325301204819,1
T48640,1544,552.64,Online Purchase,20.0,Mobile,Miami,3,32,3,,0.4375,-0.9510850620214671,0,2.8125,1,0.4565217391304348,1
T47501,1310,1442.56,POS Payment,20.0,Tablet,Seattle,4,41,11,Credit Card,0.34146341463414637,-0.8594952919849244,0,8.048780487804878,1,1.1846153846153846,1
T41220,4355,939.56,Online Purchase,4.0,,Houston,0,100,10,UPI,0.08,-1.0918642565707133,1,3.0,1,1.951219512195122,1
T34624,2016,2615.35,Online Purchase,18.0,Tablet,New York,1,50,2,UPI,0.4,-0.2565270599983048,0,1.2,1,0.3389830508474576,1
T48067,2922,2384.41,Bill Payment,19.0,Desktop,San Francisco,1,30,14,Net Banking,0.4666666666666667,-0.5801246909074181,0,14.0,1,1.49618320610687,1
T4449,4333,2896.95,Bill Payment,8.0,Mobile,Chicago,3,70,5,Debit Card,0.18571428571428572,-0.39263728043760604,0,2.142857142857143,1,0.7558139534883721,1
T6189,1973,522.59,Bill Payment,18.0,Tablet,Houston,4,52,14,UPI,0.23076923076923078,-1.0152266430556798,0,8.076923076923077,1,1.411764705882353,1
T39131,3575,3138.96,ATM Withdrawal,16.0,Desktop,Los Angeles,0,5,11,Debit Card,5.0,0.30757486006772977,0,11.0,1,1.5193370165745856,1
T30128,3193,1065.08,Bill Payment,9.0,Mobile,Chicago,4,99,1,UPI,0.1111111111111111,-0.6252071129084563,0,0.30303030303030304,1,0.171875,1
T45842,1577,3222.64,ATM Withdrawal,16.0,Tablet,Boston,3,74,5,Debit Card,0.13513513513513514,-0.20202123278639939,0,2.0270270270270268,1,0.8064516129032258,0
T11030,3272,3916.08,Online Purchase,17.0,Desktop,Boston,3,87,11,Net Banking,0.20689655172413793,0.8132058823088353,0,3.793103448275862,1,1.4776119402985075,1
T44329,4044,813.82,Bill Payment,6.0,Mobile,New York,4,111,11,Debit Card,0.18018018018018017,-0.3439079084606939,1,2.972972972972973,1,1.4012738853503186,1
T5921,3451,1731.07,Bill Payment,22.0,,,2,112,9,UPI,0.11607142857142858,-0.4476136487959651,0,2.4107142857142856,1,1.3295454545454546,1
T46563,2122,2843.9,Bill Payment,15.0,Desktop,,1,23,10,Net Banking,0.4782608695652174,0.46801076448044526,0,10.0,1,1.2087912087912087,1
T8544,4420,811.03,Bill Payment,8.0,Desktop,Los Angeles,0,8,5,UPI,1.625,-1.194067033707979,0,5.0,1,0.6989247311827956,1
T10630,2101,1691.14,ATM Withdrawal,3.0,Mobile,Seattle,1,15,2,Credit Card,0.8,-0.4172164932786412,1,2.0,1,0.3243243243243243,0
T49038,2283,2493.95,Bank Transfer,23.0,Tablet,Chicago,4,34,5,Credit Card,0.6470588235294118,-0.6755048493086537,0,4.411764705882353,1,0.650887573964497,1
T34258,3749,2530.92,POS Payment,2.0,Desktop,New York,3,10,14,Net Banking,1.3,-0.5720904661869882,1,14.0,1,2.116279069767442,1
T10414,4394,863.45,ATM Withdrawal,1.0,Desktop,San Francisco,1,84,4,,0.13095238095238096,-0.4432784926070504,1,1.4285714285714286,1,0.45833333333333337,1
T37623,1582,2306.24,POS Payment,12.0,Mobile,San Francisco,2,93,5,Net Banking,0.16129032258064516,-0.04829020515796292,0,1.6129032258064515,1,0.7731958762886598,1
T891,2081,1944.42,Online Purchase,14.0,Mobile,Seattle,4,1,10,UPI,13.0,-0.40589059340373523,0,10.0,1,1.4444444444444444,1
T32596,3371,3043.94,POS Payment,8.0,Mobile,Miami,4,59,3,UPI,0.3050847457627119,0.2871328300185407,0,1.5254237288135595,1,0.4462809917355372,1
T22273,1551,2581.9,Bank Transfer,8.0,Desktop,Los Angeles,3,92,3,Debit Card,0.16304347826086957,0.0982842885523612,0,0.9782608695652173,1,0.4368932038834952,1
T26068,4169,4885.97,Bill Payment,,Mobile,Miami,1,93,1,UPI,0.11827956989247312,0.983731200921489,0,0.3225806451612903,1,0.10999999999999999,1
T47425,3048,4671.52,ATM Withdrawal,6.0,Mobile,Miami,2,45,13,UPI,0.4444444444444444,1.6155513848548164,1,8.666666666666666,1,1.7808219178082192,1
T1344,2668,1053.33,POS Payment,20.0,Desktop,Seattle,1,26,3,UPI,0.38461538461538464,-0.9800788538138372,0,3.0,1,0.3333333333333333,1
T6977,2422,3822.74,Online Purchase,0.0,Mobile,San Francisco,4,47,13,Debit Card,0.3191489361702128,0.7031822411179167,1,8.297872340425531,1,1.7256637168141593,1
T31308,2702,4050.69,ATM Withdrawal,21.0,Mobile,Seattle,4,91,7,Net Banking,0.16483516483516483,-0.10897163862746674,0,2.307692307692308,1,0.9292035398230089,1
T46497,1685,,Bill Payment,20.0,Unknown Device,Seattle,0,4,8,Net Banking,3.25,,0,8.0,1,1.2839506172839505,1
T41888,2629,2221.23,ATM Withdrawal,13.0,Desktop,San Francisco,0,4,1,Credit Card,5.75,-0.4890756584497094,0,1.0,1,0.12041884816753926,1
T16751,3779,3034.31,Bill Payment,15.0,Mobile,Miami,4,55,12,Debit Card,0.34545454545454546,0.7827399333041087,0,6.545454545454546,1,1.5405405405405406,1
T20190,1755,2088.64,Bank Transfer,11.0,Mobile,,2,106,12,Credit Card,0.11320754716981132,-0.05047613896488654,0,3.3962264150943398,1,1.2307692307692308,1
T22342,1216,4876.84,Bill Payment,12.0,Tablet,Los Angeles,0,86,11,Credit Card,0.19767441860465115,1.8639361478627827,0,3.8372093023255816,1,1.3262411347517729,1
T19340,1465,2954.9,POS Payment,9.0,Tablet,Boston,3,64,2,Credit Card,0.1875,0.43542785281543456,0,0.9375,1,0.2823529411764706,1
T7415,4520,,Bill Payment,9.0,Tablet,Boston,1,88,3,UPI,0.13636363636363635,,0,1.0227272727272727,1,0.5373134328358209,1
T652,2773,4337.61,POS Payment,19.0,Mobile,San Francisco,4,73,11,Invalid Method,0.2328767123287671,-0.14098258146430556,0,4.52054794520548,1,1.1910828025477709,1
T31833,2955,4755.79,Bill Payment,,Desktop,Boston,4,98,5,UPI,0.14285714285714285,1.0844323946957861,0,1.530612244897959,1,0.7291666666666667,1
T20852,4654,1736.28,Bill Payment,7.0,Mobile,Los Angeles,1,57,4,UPI,0.3508771929824561,-0.47613470400221036,0,2.1052631578947367,1,0.5517241379310345,1
T46565,4968,3881.24,Bill Payment,7.0,Mobile,Boston,1,2,3,UPI,5.5,1.0991830538818934,0,3.0,1,0.44,1
T43651,2200,3421.69,Online Purchase,18.0,Tablet,Boston,1,107,13,UPI,0.07476635514018691,0.7743795138067396,0,3.644859813084112,1,2.0,0
T27634,2506,245.78,Bill Payment,5.0,Tablet,San Francisco,0,113,14,Credit Card,0.12389380530973451,-1.0995290093513994,1,3.7168141592920354,1,1.7657657657657657,1
T27463,1135,1209.11,ATM Withdrawal,3.0,Desktop,Boston,3,83,11,UPI,0.1686746987951807,-0.596991896893664,1,3.9759036144578315,1,1.3873873873873874,1
T33485,2896,3646.4,Bill Payment,15.0,Mobile,Los Angeles,4,21,7,,0.9523809523809523,0.5537223057791563,0,7.0,1,0.8860759493670886,1
T37155,1041,119.29,POS Payment,19.0,Desktop,San Francisco,4,95,10,,0.1368421052631579,-2.278154935862482,0,3.1578947368421053,1,1.5662650602409638,1
T20877,3694,883.91,POS Payment,11.0,Mobile,Chicago,2,108,13,UPI,0.12962962962962962,-1.1122174848570416,0,3.611111111111111,1,1.9361702127659575,1
T28000,4765,79.5,ATM Withdrawal,6.0,Desktop,Seattle,3,22,11,Net Banking,0.6363636363636364,-1.4828227148241908,1,11.0,1,1.4666666666666666,1
T38850,2722,3100.03,Bill Payment,20.0,Mobile,Houston,2,103,13,Net Banking,0.1553398058252427,0.3977731917174515,0,3.7864077669902914,1,1.475177304964539,1
T4036,3324,1569.28,ATM Withdrawal,,Mobile,Seattle,3,119,4,Debit Card,0.14285714285714285,-0.48860047234445886,0,1.0084033613445378,1,0.5230769230769231,1
T33470,1079,493.65,ATM Withdrawal,19.0,,San Francisco,3,64,9,Debit Card,0.203125,-1.1945692720943988,0,4.21875,1,1.5394736842105263,1
T15259,3969,1075.01,Bill Payment,,Mobile,,0,117,2,Credit Card,0.07692307692307693,-0.7672626627107869,0,0.5128205128205129,1,0.3103448275862069,1
T5763,1103,928.51,ATM Withdrawal,14.0,Tablet,Boston,3,110,12,Invalid Method,0.09090909090909091,-1.2097940991022476,0,3.272727272727273,1,1.6666666666666665,1
T8239,3657,3242.6,ATM Withdrawal,15.0,Tablet,New York,1,80,7,Credit Card,0.1375,0.43007532411567534,0,2.625,1,1.1666666666666667,1
T2555,3430,4170.24,Bill Payment,2.0,Tablet,New York,3,95,9,Credit Card,0.12631578947368421,1.316878050049263,1,2.8421052631578947,1,1.11340206185567,1
T3715,4083,3032.81,POS Payment,21.0,Tablet,Houston,2,95,9,Debit Card,0.21052631578947367,-0.1886039481094217,0,2.8421052631578947,1,0.9782608695652175,1
T6195,4109,2632.4,POS Payment,16.0,Tablet,Chicago,4,118,10,Debit Card,0.11864406779661017,-0.2040881823517165,0,2.5423728813559325,1,1.3592233009708738,1
T7709,4565,2926.02,Bank Transfer,,,Seattle,1,45,10,Net Banking,0.3111111111111111,-0.06990454827951137,0,6.666666666666667,1,1.308411214953271,1
T45891,4662,2099.82,ATM Withdrawal,15.0,Tablet,New York,0,57,8,Credit Card,0.22807017543859648,0.48395358077941997,0,4.2105263157894735,1,1.0,1
T19354,4080,886.96,POS Payment,12.0,Mobile,Seattle,4,70,5,Invalid Method,0.18571428571428572,-1.2989124800304097,0,2.142857142857143,1,0.6770833333333333,1
T13520,3987,3577.66,Bank Transfer,0.0,Mobile,Miami,0,1,3,Debit Card,22.0,0.4302851370355586,1,3.0,1,0.4370860927152318,1
T4274,4938,4927.66,Bill Payment,7.0,Desktop,New York,4,50,3,UPI,0.18,1.2362967856573892,0,1.7999999999999998,1,0.49090909090909096,1
T6808,4509,3963.34,POS Payment,13.0,Tablet,Miami,3,86,12,Credit Card,0.16279069767441862,0.6314725142462884,0,4.186046511627907,1,1.4000000000000001,1
T36780,1699,3010.2,Bank Transfer,3.0,Desktop,Miami,2,5,11,Net Banking,2.4,0.061472621509109905,1,11.0,1,1.0819672131147542,1
T8616,2464,2271.56,Bank Transfer,23.0,Desktop,Chicago,0,34,2,UPI,0.5,-0.0015511238226118785,0,1.7647058823529411,1,0.31775700934579443,1
T41245,4775,1737.19,Bank Transfer,3.0,Desktop,Seattle,0,9,1,Net Banking,1.6666666666666667,-0.37145767796307744,1,1.0,1,0.1111111111111111,1
T27295,2547,204.34,Bank Transfer,14.0,Tablet,Los Angeles,0,82,2,Credit Card,0.18292682926829268,-1.0743952759735749,0,0.7317073170731707,1,0.24,1
T12415,1395,2544.3,Online Purchase,6.0,Desktop,New York,2,104,2,Net Banking,0.16346153846153846,0.0533496343250505,1,0.5769230769230769,1,0.3035714285714286,1
T25128,2596,3584.2,Bank Transfer,6.0,Desktop,New York,4,109,4,Credit Card,0.1743119266055046,1.1339411088474967,1,1.1009174311926606,1,0.5846153846153846,1
T35497,3595,3367.75,POS Payment,4.0,Tablet,Houston,2,81,13,,0.13580246913580246,1.3783496489468876,1,4.814814814814815,1,1.4158415841584158,1
T31717,4073,4361.96,ATM Withdrawal,5.0,Tablet,San Francisco,1,45,3,UPI,0.2222222222222222,1.2285180310403765,1,2.0,1,0.33707865168539325,1
T25550,1605,2515.57,POS Payment,21.0,Mobile,Chicago,4,67,7,UPI,0.208955223880597,-0.16781096065573603,0,3.134328358208955,1,0.8828828828828829,1
T22326,1864,830.32,Bill Payment,22.0,Tablet,Boston,4,36,10,Invalid Method,0.2777777777777778,-1.1395526065967965,0,8.333333333333334,1,1.3333333333333333,1
T30534,4419,486.13,ATM Withdrawal,16.0,Tablet,Los Angeles,2,102,4,Credit Card,0.09803921568627451,-1.4330670549474591,0,1.1764705882352942,1,0.7272727272727273,1
T33146,3121,2922.68,Bill Payment,3.0,Tablet,New York,2,66,9,Debit Card,0.24242424242424243,0.22233257154554747,1,4.090909090909091,1,0.9171974522292994,1
T23885,2361,1762.79,Bill Payment,,Desktop,Seattle,3,118,7,UPI,0.0847457627118644,-0.7440883276084224,0,1.7796610169491527,1,0.8860759493670886,1
T45675,1551,2785.79,ATM Withdrawal,4.0,Tablet,Seattle,4,82,4,,0.18292682926829268,0.29088276471422037,1,1.4634146341463414,1,0.5825242718446603,1
T6966,1225,35.45,Bill Payment,18.0,Desktop,Boston,4,115,14,UPI,0.14782608695652175,-1.6645383265837388,0,3.652173913043478,1,1.8449612403100777,1
T44174,1551,4718.85,ATM Withdrawal,3.0,Desktop,Houston,2,4,13,Credit Card,3.75,2.116888995178901,1,13.0,1,1.8932038834951457,1
T28469,2487,4773.4,Bank Transfer,1.0,,San Francisco,0,109,3,Credit Card,0.07339449541284404,1.4438767663443186,1,0.8256880733944955,1,0.4067796610169492,1
T34831,4361,2658.68,POS Payment,2.0,Tablet,Seattle,0,82,3,Credit Card,0.14634146341463414,-0.36087672973287566,1,1.0975609756097562,1,0.43373493975903615,1
T9414,3740,2382.71,Online Purchase,21.0,Mobile,Chicago,2,4,9,Debit Card,2.5,0.14638454747482443,0,9.0,1,1.0465116279069768,1
T33428,2633,2034.14,Bank Transfer,18.0,Desktop,Miami,0,21,3,Net Banking,0.6666666666666666,-0.5891175332937125,0,3.0,1,0.3620689655172413,1
T16032,2389,2305.31,Online Purchase,18.0,Tablet,Miami,1,84,14,Credit Card,0.14285714285714285,-0.16779538787842174,0,5.0,1,1.7319587628865978,1
T41109,2818,4046.16,POS Payment,0.0,Desktop,Miami,1,118,14,Credit Card,0.11864406779661017,1.970617609049155,1,3.5593220338983054,1,1.6198347107438018,1
